,loss,accuracy,val_loss,val_accuracy,lr
0,1.2941615581512451,0.5060535073280334,0.9850316047668457,0.6138121485710144,1e-04
1,1.046381950378418,0.5979376435279846,0.870936930179596,0.660405158996582,1e-04
2,0.9229289293289185,0.6531786322593689,0.8313118815422058,0.6681399345397949,1e-04
3,0.8489811420440674,0.684988260269165,0.7762616276741028,0.6941068172454834,1e-04
4,0.774921178817749,0.7121944427490234,0.7457603812217712,0.7143646478652954,1e-04
5,0.7334288358688354,0.7322653532028198,0.7608707547187805,0.7215469479560852,1e-04
6,0.6775299310684204,0.7504948377609253,0.7030851244926453,0.7322283387184143,1e-04
7,0.6342284083366394,0.7692307829856873,0.6932643055915833,0.7456721663475037,1e-04
8,0.58971107006073,0.7876444458961487,0.6982111930847168,0.7535911798477173,1e-04
9,0.5496646165847778,0.7983243465423584,0.6780692338943481,0.7556169629096985,1e-04
10,0.5212745070457458,0.8156792521476746,0.7009838223457336,0.7657458782196045,1e-04
11,0.4867788553237915,0.8278782963752747,0.6955386400222778,0.771086573600769,1e-04
12,0.4525735676288605,0.8374073505401611,0.7613855004310608,0.7576427459716797,1e-04
13,0.41896122694015503,0.8497444987297058,0.6850444674491882,0.779373824596405,1e-04
14,0.3872087597846985,0.8613911271095276,0.7419669032096863,0.7729281783103943,1e-04
15,0.3632507622241974,0.869631290435791,0.7011104822158813,0.7817679643630981,1e-04
16,0.3549407422542572,0.8740044832229614,0.7508624792098999,0.7751381397247314,1e-04
17,0.32193467020988464,0.8893339037895203,0.796657919883728,0.7788213491439819,1e-04
18,0.30655360221862793,0.8925102353096008,0.7598801851272583,0.7882136106491089,1e-04
19,0.2935994267463684,0.8978962302207947,0.7776055932044983,0.7847145199775696,1e-04
20,0.26803910732269287,0.9070109724998474,0.8668118119239807,0.7764272689819336,1e-04
21,0.27044913172721863,0.9064125418663025,0.8503225445747375,0.7850828766822815,1e-04
22,0.2066221833229065,0.9277724027633667,0.8174319863319397,0.8034991025924683,5e-05
23,0.18546593189239502,0.9357362985610962,0.8314225673675537,0.798895001411438,5e-05
24,0.16713684797286987,0.9419509172439575,0.8941679000854492,0.7959484457969666,5e-05
25,0.1589297354221344,0.9444828033447266,0.9008790850639343,0.8073664903640747,5e-05
26,0.15832027792930603,0.9458638429641724,0.8378418684005737,0.8047882318496704,5e-05
27,0.1460317075252533,0.9481655359268188,0.9237947463989258,0.8068140149116516,5e-05
28,0.14330442249774933,0.9488560557365417,0.915599524974823,0.8040515780448914,5e-05
29,0.11907566338777542,0.9583390951156616,0.8914092183113098,0.8149171471595764,2.5e-05
