,loss,accuracy,val_loss,val_accuracy,lr
0,1.2485789060592651,0.5314183235168457,1.5427167415618896,0.4928176701068878,1e-04
1,1.1260885000228882,0.5671408176422119,1.3427581787109375,0.4979742169380188,1e-04
2,1.088125467300415,0.5792938470840454,0.9778712391853333,0.6114180684089661,1e-04
3,0.9490531086921692,0.6333839893341064,1.1678781509399414,0.6071823239326477,1e-04
4,0.9156125783920288,0.6465957760810852,0.9026646018028259,0.6489871144294739,1e-04
5,0.8723575472831726,0.6652396321296692,1.1964821815490723,0.5471454858779907,1e-04
6,0.8406872153282166,0.6741702556610107,1.0485255718231201,0.6127071976661682,1e-04
7,0.8245317935943604,0.68558669090271,0.8641372323036194,0.6624309420585632,1e-04
8,0.8088126182556152,0.693688690662384,0.8518181443214417,0.6791896820068359,1e-04
9,0.7830480337142944,0.7063941359519958,0.9621883034706116,0.6710865497589111,1e-04
10,0.7693532109260559,0.7112277150154114,0.8403711318969727,0.680110514163971,1e-04
11,0.7463023662567139,0.7204806208610535,0.8239558339118958,0.6874769926071167,1e-04
12,0.7275101542472839,0.7277539968490601,1.0011450052261353,0.6635358929634094,1e-04
13,0.7150705456733704,0.7347511649131775,0.7354744672775269,0.7331491708755493,1e-04
14,0.6985131502151489,0.7413800954818726,0.7161538600921631,0.7379373908042908,1e-04
15,0.6759389042854309,0.7496201992034912,1.1947873830795288,0.6064456701278687,1e-04
16,0.8153406381607056,0.6957142353057861,0.7500190734863281,0.7281767725944519,1e-04
17,0.6642846465110779,0.755696713924408,0.7308096289634705,0.7267035245895386,1e-04
18,0.5968452095985413,0.7810155153274536,0.7196110486984253,0.7370165586471558,5e-05
19,0.5825560688972473,0.7891635298728943,0.9402896165847778,0.6887661218643188,5e-05
20,0.5656337141990662,0.79385906457901,0.7044787406921387,0.7377532124519348,5e-05
21,0.5422543287277222,0.8020991683006287,0.785030722618103,0.7156537771224976,5e-05
22,0.5131974816322327,0.8148506283760071,0.671440064907074,0.7598526477813721,2.5e-05
23,0.49541011452674866,0.8217096924781799,0.6698188185691833,0.7626150846481323,2.5e-05
24,0.4777752161026001,0.8277401924133301,0.6818315982818604,0.760221004486084,2.5e-05
25,0.4725421965122223,0.8294434547424316,0.6392890810966492,0.7707182168960571,2.5e-05
26,0.45787546038627625,0.8339548110961914,0.6758133769035339,0.7637200951576233,2.5e-05
27,0.4456031024456024,0.8364866971969604,0.6474493741989136,0.7727439999580383,2.5e-05
28,0.4337207078933716,0.8432997465133667,0.6091781854629517,0.7837937474250793,2.5e-05
29,0.4272797405719757,0.8489158749580383,0.6756411790847778,0.7640883922576904,2.5e-05
