,loss,accuracy,val_loss,val_accuracy,lr
0,1.1833871603012085,0.526216447353363,0.9875584244728088,0.5860036611557007,1e-04
1,1.127846598625183,0.5456889271736145,0.9372130632400513,0.6209944486618042,1e-04
2,1.0953096151351929,0.5549877882003784,0.9428637027740479,0.6268876791000366,1e-04
3,1.0592159032821655,0.5722506046295166,0.8930661082267761,0.6489871144294739,1e-04
4,1.0233505964279175,0.5847258567810059,0.920986533164978,0.6370165944099426,1e-04
5,0.994201123714447,0.5984440445899963,0.8275886178016663,0.6788213849067688,1e-04
6,0.9550461173057556,0.6183307766914368,0.8393264412879944,0.6933701634407043,1e-04
7,0.9347931742668152,0.6274455785751343,0.8169528245925903,0.6970534324645996,1e-04
8,0.8943319916725159,0.6444782018661499,0.7711500525474548,0.7106813788414001,1e-04
9,0.8582252264022827,0.6615108251571655,0.8149785399436951,0.7136279940605164,1e-04
10,0.8112497329711914,0.6806150078773499,0.7619408369064331,0.7267035245895386,1e-04
11,0.800094485282898,0.6896377205848694,0.7575711607933044,0.7314916849136353,1e-04
12,0.7534039616584778,0.7062100172042847,0.790503978729248,0.7267035245895386,1e-04
13,0.734133243560791,0.7171201109886169,0.759482741355896,0.7379373908042908,1e-04
14,0.7292381525039673,0.7250379920005798,0.7839351892471313,0.7270718216896057,1e-04
15,0.6837348341941833,0.7307001948356628,0.8049187660217285,0.7460405230522156,1e-04
16,0.6637714505195618,0.7434516549110413,0.7412315607070923,0.7504603862762451,1e-04
17,0.6360316872596741,0.7596096396446228,0.746476411819458,0.7576427459716797,1e-04
18,0.6245486736297607,0.7614049911499023,0.7625617980957031,0.7541436553001404,1e-04
19,0.6016013026237488,0.7693688869476318,0.7414165735244751,0.7596685290336609,1e-04
20,0.582054853439331,0.7769644856452942,0.7361184358596802,0.7644567489624023,1e-04
21,0.5528188347816467,0.7906366586685181,0.76524418592453,0.7558010816574097,1e-04
22,0.5464697480201721,0.7940891981124878,0.7671393156051636,0.7627992630004883,1e-04
23,0.5184715390205383,0.8030658960342407,0.7986014485359192,0.7651933431625366,1e-04
24,0.495667964220047,0.8142982125282288,0.7696985006332397,0.7712706923484802,1e-04
25,0.4781380593776703,0.8198223114013672,0.7977305054664612,0.7714548707008362,1e-04
26,0.4595281183719635,0.8294434547424316,0.7523089051246643,0.7744014859199524,1e-04
27,0.44341593980789185,0.8357501029968262,0.8190467357635498,0.7736648321151733,1e-04
28,0.4223707616329193,0.8444505929946899,0.8497707843780518,0.7734806537628174,1e-04
29,0.40679311752319336,0.8507572412490845,0.8257810473442078,0.7773480415344238,1e-04
